3.18060,C504,8500,3
1.87057,C508,8500,3
1.48633,C509,8500,3
0.95915,C541,8380,3
0.94964,C502,8500,3
0.78838,C341,8140,3
0.71166,C187,8140,3
0.63732,C539,8010,2
0.61458,C505,8500,3
0.58192,C180,8140,3
0.53348,C539,8070,2
0.52186,C209,8140,3
0.50230,C541,8140,3
0.49436,C501,8500,3
0.49092,C503,8500,3
0.48990,C421,9732,3
0.46253,C739,8260,3
0.42408,C182,8140,3
0.42318,C549,8140,3
0.41972,C539,8070,3
0.39531,C341,8070,3
0.37406,C343,8140,3
0.37214,C649,8312,3
0.35862,C504,8520,3
0.35819,C809,8140,3
0.34261,C421,9823,3
0.33075,C739,8340,3
0.32215,C504,8500,2
0.31798,C250,8140,3
0.31354,C539,8077,2
0.30789,C569,8460,3
0.29815,C199,8140,3
0.29300,C700,9530,0
0.28251,C649,8310,3
0.25962,C504,8522,3
0.25571,C341,8041,3
0.25437,C349,8140,3
0.25237,C184,8140,3
0.23904,C739,8050,3
0.23564,C809,8010,3
0.22927,C341,8010,3
0.22917,C509,8500,2
0.21573,C447,8720,3
0.21289,C508,8520,3
0.21093,C421,9861,3
0.20654,C569,8140,3
0.20635,C509,8010,3
0.20529,C343,8070,3
0.20520,C809,8000,3
0.20195,C220,8170,3
0.19946,C509,8520,3
0.19765,C349,8000,3
0.19274,C508,8500,2
0.18770,C446,8720,3
0.18596,C349,8010,3
0.17671,C445,8720,3
0.16844,C447,8743,3
0.16566,C341,8046,3
0.16545,C519,8077,2
0.16084,C509,8000,3
0.15906,C186,8140,3
0.15507,C569,8441,3
0.15383,C508,8522,3
0.15057,C446,8720,2
0.15002,C447,8720,2
0.14493,C445,8743,3
0.14301,C569,8380,3
0.13908,C446,8743,3
0.13838,C349,8041,3
0.13387,C509,8140,3
0.13364,C509,8522,3
0.13200,C778,9680,3
0.12918,C445,8720,2
0.12729,C679,8130,3
0.12482,C679,8130,2
0.12418,C751,8272,0
0.12384,C183,8140,3
0.12260,C239,8140,3
0.12086,C504,8523,2
0.11483,C259,8140,3
0.11014,C341,8012,3
0.10788,C343,8041,3
0.10726,C421,9989,3
0.10605,C679,8120,3
0.10586,C250,8010,3
0.10347,C509,8520,2
0.10193,C519,8070,3
0.10169,C421,9863,3
0.10167,C443,8742,2
0.09890,C343,8010,3
0.09844,C569,8010,3
0.09410,C504,8520,2
0.09370,C187,8210,3
0.09238,C504,8501,2
0.09063,C341,8250,3
0.08931,C421,9835,3
0.08783,C185,8140,3
0.08654,C508,8523,2
0.08559,C502,8520,3
0.08401,C672,8130,2
0.08278,C349,8070,3
0.08220,C778,9663,3
0.07973,C569,8260,3
0.07895,C180,8480,3
0.07808,C343,8046,3
0.07687,C259,8000,3
0.07634,C539,8072,3
0.07602,C259,8010,3
0.07587,C504,8480,3
0.07424,C502,8500,2
0.07304,C342,8140,3
0.07286,C739,8330,3
0.07254,C341,8000,3
0.07241,C189,8000,3
0.07181,C163,8140,3
0.07165,C519,8070,2
0.07023,C340,8041,3
0.06921,C187,8263,3
0.06880,C504,8140,3
0.06866,C189,8140,3
0.06852,C506,8500,3
0.06845,C779,9680,3
0.06829,C502,8522,3
0.06787,C169,8140,3
0.06759,C539,8071,3
0.06681,C501,8500,2
0.06632,C501,8520,3
0.06530,C508,8480,3
0.06479,C321,8070,3
0.06471,C505,8520,3
0.06385,C711,9440,3
0.06378,C504,8523,3
0.06330,C505,8500,2
0.06221,C509,8523,2
0.06217,C569,8000,3
0.06208,C251,8140,3
0.06128,C443,8720,2
0.06121,C209,8240,3
0.05986,C500,8500,3
0.05950,C504,8211,3
0.05900,C530,8140,3
0.05895,C569,8310,3
0.05843,C541,8323,3
0.05817,C182,8480,3
0.05786,C209,8263,3
0.05744,C503,8500,2
0.05734,C160,8140,3
0.05728,C539,8140,3
0.05593,C779,9590,3
0.05545,C252,8140,3
0.05539,C341,8042,3
0.05516,C541,8460,3
0.05513,C343,8250,3
0.05497,C421,9962,3
0.05432,C508,8501,2
0.05350,C569,8470,3
0.05301,C349,8046,3
0.05292,C449,8720,3
0.05281,C672,8130,3
0.05274,C189,8010,3
0.05271,C539,8076,3
0.05236,C809,8070,3
0.05196,C508,8520,2
0.05146,C443,8720,3
0.05048,C569,8461,3
0.05000,C724,9560,0
0.04951,C509,8501,2
0.04920,C504,8510,3
0.04882,C504,8201,2
0.04863,C209,8210,3
0.04860,C504,8501,3
0.04858,C180,8263,3
0.04853,C712,9440,3
0.04842,C509,8530,3
0.04788,C539,8010,3
0.04730,C504,8010,3
0.04729,C509,8480,3
0.04681,C446,8742,2
0.04662,C505,8522,3
0.04651,C340,8140,3
0.04631,C221,8160,3
0.04624,C529,8077,2
0.04587,C340,8070,3
0.04577,C258,8140,3
0.04518,C343,8012,3
0.04497,C508,8523,3
0.04493,C209,8261,3
0.04479,C569,8480,3
0.04467,C739,8341,3
0.04429,C770,9680,3
0.04414,C154,8070,3
0.04388,C019,8070,3
0.04340,C508,8140,3
0.04332,C421,9950,3
0.04310,C709,9530,0
0.04308,C320,8070,3
0.04294,C180,8481,3
0.04270,C501,8522,3
0.04238,C718,9440,3
0.04182,C779,9591,3
0.04174,C713,9440,3
0.04114,C529,8070,3
0.04087,C187,8480,3
0.04015,C210,8070,3
0.03976,C778,9695,3
0.03953,C250,8000,3
0.03919,C250,8500,3
0.03882,C678,8120,3
0.03868,C503,8520,3
0.03832,C211,8070,3
0.03828,C187,8261,3
0.03804,C240,8140,3
0.03665,C678,8130,3
0.03656,C772,9680,3
0.03647,C672,8120,3
0.03647,C180,8261,3
0.03597,C421,9801,3
0.03551,C349,8042,3
0.03522,C549,8570,3
0.03488,C508,8010,3
0.03468,C659,8130,3
0.03456,C659,8120,3
0.03439,C155,8140,3
0.03414,C541,8980,3
0.03381,C569,8462,1
0.03359,C530,8070,3
0.03331,C343,8000,3
0.03301,C349,8012,3
0.03274,C502,8523,2
0.03264,C099,8070,3
0.03261,C569,8472,1
0.03253,C241,8140,3
0.03248,C182,8263,3
0.03237,C778,9691,3
0.03199,C541,8950,3
0.03187,C674,8130,2
0.03173,C508,8201,2
0.03165,C504,8230,2
0.03159,C770,9663,3
0.03157,C503,8522,3
0.03148,C649,8260,3
0.03135,C739,8290,3
0.03107,C421,9800,3
0.03096,C184,8480,3
0.03086,C341,8560,3
0.03046,C549,8260,3
0.03029,C541,8560,3
0.03025,C530,8010,2
0.03020,C504,8522,2
0.03019,C447,8721,3
0.03014,C187,8210,2
0.03012,C778,9670,3
0.03012,C165,8140,3
0.02998,C343,8240,3
0.02990,C778,9591,3
0.02984,C443,8742,3
0.02957,C541,8441,3
0.02943,C342,8070,3
0.02936,C209,8480,3
0.02927,C519,8010,2
0.02925,C172,8240,3
0.02923,C421,9867,3
0.02918,C509,8523,3
0.02908,C340,8010,3
0.02898,C421,9836,3
0.02877,C502,8480,3
0.02870,C541,8260,3
0.02862,C446,8721,3
0.02845,C505,8523,2
0.02824,C155,8070,3
0.02803,C693,8720,3
0.02782,C182,8481,3
0.02770,C539,8560,3
0.02718,C508,8211,3
0.02716,C444,8720,3
0.02706,C187,8263,2
0.02699,C180,8210,3
0.02653,C519,8071,3
0.02641,C678,8130,2
0.02637,C530,8070,2
0.02629,C501,8523,2
0.02626,C508,8501,3
0.02623,C182,8210,3
0.02603,C541,8310,3
0.02600,C029,8070,3
0.02599,C531,8070,2
0.02587,C168,8140,3
0.02586,C676,8130,2
0.02586,C503,8480,3
0.02567,C341,8071,3
0.02561,C342,8041,3
0.02537,C169,8490,3
0.02531,C508,8510,3
0.02500,C505,8480,3
0.02499,C503,8523,2
0.02495,C509,8201,2
0.02488,C530,8077,2
0.02481,C519,8081,2
0.02481,C447,8743,2
0.02474,C163,8490,3
0.02465,C162,8140,3
0.02463,C188,8140,3
0.02438,C649,8317,3
0.02409,C509,8501,3
0.02407,C445,8742,2
0.02402,C541,8570,3
0.02381,C809,8246,3
0.02364,C569,8323,3
0.02361,C343,8042,3
0.02360,C049,8070,3
0.02355,C446,8743,2
0.02355,C443,8743,3
0.02347,C170,8140,3
0.02343,C538,8070,2
0.02342,C240,8160,3
0.02338,C508,8530,3
0.02331,C021,8070,3
0.02323,C670,8130,2
0.02309,C509,8522,2
0.02308,C341,8240,3
0.02307,C079,8430,3
0.02305,C569,8442,1
0.02305,C421,9983,3
0.02298,C549,8560,3
0.02282,C421,9980,3
0.02276,C549,8380,3
0.02259,C541,8010,3
0.02254,C187,8481,3
0.02249,C445,8721,3
0.02242,C421,9866,3
0.02241,C421,9945,3
0.02234,C502,8523,3
0.02232,C348,8140,3
0.02200,C509,8510,3
0.02179,C209,8010,3
0.02155,C779,9670,3
0.02147,C719,8000,3
0.02146,C199,8263,3
0.02112,C504,8503,2
0.02112,C384,9050,3
0.02103,C501,8480,3
0.02101,C649,8000,3
0.02098,C508,8230,2
0.02091,C199,8210,3
0.02086,C421,9891,3
0.02085,C180,8010,3
0.02081,C220,8000,3
0.02080,C187,8010,3
0.02077,C778,9690,3
0.02076,C169,8010,3
0.02068,C502,8501,2
0.02060,C778,9698,3
0.02060,C492,8830,3
0.02054,C445,8743,2
0.02045,C700,9531,0
0.02030,C509,8211,3
0.02029,C341,8246,3
0.02017,C719,9440,3
0.02017,C674,8130,3
0.02004,C342,8010,3
0.01980,C420,9761,3
0.01978,C569,8450,3
0.01976,C669,8120,3
0.01974,C649,8960,3
0.01967,C649,8010,3
0.01963,C549,8140,2
0.01960,C182,8261,3
0.01953,C569,8620,3
0.01953,C445,8832,3
0.01952,C778,9590,3
0.01948,C542,8890,3
0.01945,C209,8263,2
0.01916,C669,8130,3
0.01915,C809,8481,3
0.01875,C503,8501,2
0.01863,C502,8520,2
0.01856,C505,8501,2
0.01846,C447,8742,2
0.01833,C771,9680,3
0.01831,C449,9700,3
0.01812,C541,8480,3
0.01802,C001,8070,3
0.01796,C501,8501,2
0.01795,C444,8743,3
0.01789,C269,8140,3
0.01789,C023,8070,3
0.01781,C541,8140,2
0.01763,C446,8742,3
0.01759,C341,8481,3
0.01748,C349,8250,3
0.01737,C508,8522,2
0.01734,C809,8041,3
0.01731,C340,8042,3
0.01724,C179,8240,3
0.01709,C674,8120,3
0.01701,C031,8070,3
0.01698,C569,8950,3
0.01682,C502,8140,3
0.01657,C679,8120,2
0.01645,C531,8077,2
0.01636,C509,8503,2
0.01632,C209,8070,3
0.01620,C809,8480,3
0.01613,C502,8211,3
0.01606,C220,8010,3
0.01602,C444,8720,2
0.01597,C770,9695,3
0.01592,C670,8120,3
0.01587,C778,9650,3
0.01583,C711,9400,3
0.01583,C169,8000,3
0.01578,C060,8070,3
0.01577,C539,8000,3
0.01574,C340,8046,3
0.01569,C421,9860,3
0.01566,C183,8480,3
0.01564,C670,8130,3
0.01561,C181,8480,3
0.01558,C209,8210,2
0.01552,C129,8070,3
0.01543,C343,8560,3
0.01533,C501,8520,2
0.01531,C184,8481,3
0.01530,C569,8440,3
0.01529,C509,8230,2
0.01526,C505,8523,3
0.01523,C421,9982,3
0.01523,C199,8261,3
0.01517,C778,9652,3
0.01515,C508,8503,2
0.01515,C184,8210,3
0.01514,C774,9680,3
0.01509,C199,8480,3
0.01506,C549,8890,3
0.01506,C421,9960,3
0.01504,C676,8130,3
0.01499,C541,8930,3
0.01496,C051,8070,3
0.01477,C549,8950,3
0.01475,C421,9875,3
0.01466,C166,8140,3
0.01465,C153,8070,3
0.01464,C186,8210,3
0.01458,C559,8000,3
0.01457,C342,8240,3
0.01452,C649,8140,3
0.01443,C209,8481,3
0.01436,C343,8071,3
0.01435,C161,8140,3
0.01428,C505,8520,2
0.01425,C770,9691,3
0.01425,C504,8530,3
0.01415,C341,8255,3
0.01409,C679,8000,3
0.01402,C079,8550,3
0.01401,C182,8010,3
0.01401,C159,8070,3
0.01395,C559,8890,3
0.01394,C809,8260,3
0.01388,C569,9080,3
0.01388,C170,8240,3
0.01378,C209,8261,2
0.01375,C538,8010,2
0.01372,C679,8010,3
0.01366,C090,8070,3
0.01364,C343,8480,3
0.01359,C659,8130,2
0.01357,C529,8070,2
0.01355,C342,8046,3
0.01352,C502,8510,3
0.01348,C500,8543,3
0.01347,C341,8480,3
0.01346,C341,8260,3
0.01345,C549,8010,3
0.01345,C482,8460,3
0.01334,C771,9663,3
0.01330,C739,8010,3
0.01323,C218,8070,3
0.01322,C343,8246,3
0.01312,C569,8050,3
0.01312,C164,8140,3
0.01309,C778,9673,3
0.01309,C751,8140,0
0.01309,C502,8201,2
0.01304,C348,8070,3
0.01302,C220,8140,3
0.01294,C773,9680,3
0.01287,C421,9940,3
0.01279,C447,8744,3
0.01269,C501,8140,3
0.01264,C168,8490,3
0.01262,C570,8441,3
0.01261,C770,9670,3
0.01254,C162,8490,3
0.01249,C505,8140,3
0.01249,C504,8141,3
0.01246,C739,8510,3
0.01245,C348,8041,3
0.01244,C186,8480,3
0.01240,C252,8010,3
0.01239,C701,9530,0
0.01239,C184,8263,3
0.01239,C040,8070,3
0.01231,C220,8160,3
0.01229,C509,8541,3
0.01225,C062,8070,3
0.01218,C510,8070,3
0.01217,C239,8010,3
0.01216,C169,9680,3
0.01207,C779,9663,3
0.01201,C711,9450,3
0.01199,C502,8010,3
0.01197,C779,9690,3
0.01185,C779,9699,3
0.01185,C421,9961,3
0.01182,C739,8335,3
0.01181,C503,8523,3
0.01179,C770,9591,3
0.01178,C504,8507,2
0.01164,C778,9699,3
0.01164,C772,9591,3
0.01163,C180,8263,2
0.01161,C809,8240,3
0.01160,C341,8072,3
0.01159,C444,8742,2
0.01157,C700,9530,3
0.01155,C671,8120,3
0.01152,C569,8980,3
0.01148,C402,9180,3
0.01147,C421,9895,3
0.01147,C187,8261,2
0.01139,C251,8010,3
0.01123,C349,8246,3
0.01123,C209,8000,3
0.01122,C421,9811,3
0.01120,C779,9695,3
0.01116,C341,8020,3
0.01115,C712,9400,3
0.01112,C538,8077,2
0.01111,C421,9874,3
0.01106,C186,8263,3
0.01100,C809,8020,3
0.01099,C480,8890,3
0.01098,C501,8523,3
0.01095,C165,8490,3
0.01093,C778,9675,3
0.01087,C538,8070,3
0.01082,C519,8090,3
0.01080,C570,8140,3
0.01072,C669,8130,2
0.01071,C779,9650,3
0.01067,C569,9060,3
0.01067,C329,8070,3
0.01059,C530,8140,2
0.01059,C519,8542,3
0.01058,C258,8010,3
0.01056,C700,9537,0
0.01053,C559,8010,3
0.01052,C340,8012,3
0.01047,C717,9380,3
0.01046,C022,8070,3
0.01040,C501,8010,3
0.01035,C809,8012,3
0.01035,C343,8260,3
0.01032,C531,8070,3
0.01032,C504,8524,3
0.01030,C482,8441,3
0.01024,C718,9400,3
0.01023,C163,8144,3
0.01018,C250,8480,3
0.01017,C500,8500,2
0.01016,C340,8000,3
0.01013,C504,8503,3
0.01012,C379,8580,3
