0.13209,C619,8550,3,144,144,144
0.13197,C421,9863,3,13,13,20
0.12885,C259,8140,3,27,27,16
0.12801,C449,9140,3,98,98,98
0.12673,C343,8041,3,3,3,3
0.12589,C187,8210,3,4,4,5
0.12245,C183,8140,3,4,4,5
0.11908,C099,8070,3,45,45,40
0.11726,C678,8130,3,24,24,24
0.11644,C421,9835,3,13,,
0.11096,C340,8070,3,3,3,3
0.10840,C443,8720,2,19,19,19
0.10803,C809,8070,3,12,,12
0.10669,C001,8070,3,66,66,67
0.10500,C649,8260,3,11,11,11
0.10475,C674,8130,2,24,24,24
0.10397,C185,8140,3,4,4,5
0.10381,C169,8140,3,28,28,28
0.10342,C672,8120,3,24,24,24
0.10338,C751,8272,0,25,25,25
0.10065,C700,9530,0,18,18,18
0.09557,C343,8046,3,3,3,3
0.09478,C678,8120,3,24,24,24
0.09413,C449,8720,3,19,19,19
0.09228,C163,8140,3,28,28,28
0.09193,C739,8340,3,10,10,10
0.08867,C187,8263,3,4,4,5
0.08840,C384,9050,3,56,56,57
0.08733,C250,8010,3,15,15,16
0.08702,C443,8720,3,19,19,19
0.08577,C447,8720,3,19,19,19
0.08562,C678,8130,2,24,24,24
0.08538,C621,9061,3,145,145,145
0.08470,C341,8000,3,3,3,3
0.08325,C444,8720,3,19,19,19
0.08029,C778,9663,3,23,23,23
0.07926,C779,9680,3,23,23,23
0.07725,C341,8042,3,3,3,3
0.07721,C712,9440,3,18,18,18
0.07592,C739,8050,3,10,10,10
0.07581,C154,8070,3,37,37,38
0.07532,C711,9440,3,18,18,18
0.07075,C209,8263,3,7,7,5
0.07066,C342,8140,3,3,3,3
0.07021,C252,8140,3,30,30,16
0.07011,C674,8130,3,24,24,24
0.07004,C349,8046,3,3,3,3
0.06855,C189,8140,3,4,4,5
0.06850,C670,8130,2,24,24,24
0.06794,C343,8012,3,3,3,3
0.06719,C341,8250,3,3,3,3
0.06709,C340,8041,3,3,3,3
0.06691,C209,8210,3,7,7,5
0.06587,C676,8130,2,24,24,24
0.06523,C129,8070,3,73,73,73
0.06506,C259,8010,3,27,27,16
0.06477,C155,8070,3,37,37,38
0.06345,C251,8140,3,30,30,16
0.06155,C679,8120,2,24,24,24
0.06093,C341,8071,3,3,3,3
0.06020,C180,8480,3,4,4,5
0.05971,C342,8070,3,3,3,3
0.05928,C444,8720,2,19,19,19
0.05909,C209,8240,3,31,31,32
0.05877,C421,9950,3,13,13,20
0.05846,C779,9590,3,23,23,23
0.05824,C445,8721,3,19,19,19
0.05761,C718,9440,3,18,18,18
0.05756,C259,8000,3,27,27,16
0.05666,C349,8012,3,3,3,3
0.05634,C629,9085,3,145,145,145
0.05597,C320,8071,3,41,41,41
0.05496,C447,8743,3,19,19,19
0.05489,C446,8742,2,19,19,19
0.05389,C713,9440,3,18,18,18
0.05386,C189,8000,3,4,4,5
0.05329,C444,8742,2,19,19,19
0.05312,C447,9140,3,98,98,98
0.05235,C049,8070,3,52,52,52
0.05231,C659,8130,3,44,44,44
0.05216,C340,8140,3,3,3,3
0.05213,C165,8140,3,28,28,28
0.05159,C445,8742,2,19,19,19
0.04917,C443,8742,3,19,19,19
0.04877,C239,8140,3,26,26,26
0.04862,C674,8120,3,24,24,24
0.04846,C349,8042,3,3,3,3
0.04818,C209,8261,3,7,7,5
0.04815,C770,9680,3,23,23,23
0.04759,C258,8140,3,27,27,16
0.04749,C778,9670,3,23,,
0.04731,C659,8120,3,44,44,44
0.04711,C779,9591,3,23,23,20
0.04646,C221,8160,3,35,35,35
0.04603,C629,9070,3,145,145,145
0.04581,C670,8130,3,24,24,24
0.04576,C724,9560,0,34,34,34
0.04532,C180,8263,3,4,4,5
0.04489,C421,9940,3,13,13,20
0.04478,C772,9680,3,23,23,23
0.04452,C341,8560,3,3,3,3
0.04395,C182,8480,3,4,4,5
0.04353,C187,8480,3,4,4,5
0.04319,C329,8070,3,83,83,83
0.04296,C240,8140,3,43,43,43
0.04246,C187,8210,2,4,4,5
0.04222,C187,8261,3,4,4,5
0.04219,C209,8480,3,7,7,5
0.04217,C444,8743,3,19,19,19
0.04207,C029,8070,3,51,51,51
0.04155,C778,9695,3,23,23,23
0.04132,C778,9591,3,23,23,20
0.04122,C447,8720,2,19,19,19
0.04083,C189,8010,3,4,4,5
0.04083,C168,8140,3,28,28,28
0.04052,C343,8250,3,3,3,3
0.04042,C421,9801,3,13,13,20
0.04041,C343,8000,3,3,3,3
0.03952,C442,8720,3,19,19,19
0.03938,C250,8500,3,15,15,16
0.03911,C340,8010,3,3,3,3
0.03900,C676,8130,3,24,24,24
0.03831,C241,8140,3,46,46,46
0.03813,C446,8721,3,19,19,19
0.03766,C670,8120,3,24,24,24
0.03709,C621,9085,3,145,145,145
0.03699,C442,8742,2,19,19,19
0.03680,C090,8070,3,45,45,40
0.03605,C421,9945,3,13,13,20
0.03577,C443,8743,3,19,19,19
0.03519,C421,9962,3,13,13,20
0.03506,C421,9867,3,13,13,20
0.03439,C187,8263,2,4,4,5
0.03431,C421,9983,3,13,13,20
0.03431,C421,9836,3,13,,
0.03412,C162,8140,3,33,33,28
0.03378,C671,8130,3,24,24,24
0.03362,C778,9691,3,23,23,23
0.03285,C669,8130,3,44,44,44
0.03284,C348,8070,3,3,3,3
0.03269,C421,9800,3,13,13,20
0.03228,C320,8070,2,41,41,41
0.03223,C778,9673,3,23,23,23
0.03221,C669,8120,3,44,44,44
0.03204,C671,8120,3,24,24,24
0.03177,C649,8317,3,11,11,11
0.03177,C343,8042,3,3,3,3
0.03168,C675,8130,2,24,24,24
0.03157,C182,8263,3,4,4,5
0.03152,C445,8743,2,19,19,19
0.03141,C180,8261,3,4,4,5
0.03117,C021,8070,3,51,51,51
0.03111,C343,8071,3,3,3,3
0.03063,C693,8720,3,49,49,50
0.03058,C384,9052,3,56,56,57
0.03041,C675,8130,3,24,24,24
0.03022,C220,8000,3,21,21,21
0.03010,C420,9761,3,13,13,60
0.03006,C180,8481,3,4,4,5
0.02986,C671,8130,2,24,24,24
0.02981,C159,8070,3,37,37,38
0.02957,C442,8720,2,19,19,19
0.02942,C040,8070,3,52,52,52
0.02929,C509,8500,3,1,1,1
0.02892,C172,8240,3,47,47,48
0.02883,C739,8330,3,10,10,10
0.02868,C051,8070,3,74,74,40
0.02850,C250,8000,3,15,15,16
0.02838,C210,8070,3,42,42,42
0.02827,C779,9670,3,23,,
0.02820,C770,9663,3,23,23,23
0.02759,C778,9652,3,23,23,23
0.02743,C170,8140,3,53,53,53
0.02738,C449,9700,3,65,65,65
0.02729,C199,8210,3,7,7,5
0.02716,C342,8041,3,3,3,3
0.02708,C675,8120,3,24,24,24
0.02697,C153,8070,3,37,37,38
0.02695,C159,8140,3,37,37,33
0.02685,C649,8010,3,11,11,11
0.02674,C809,8246,3,12,,12
0.02641,C211,8077,2,42,42,42
0.02628,C679,8000,3,24,24,24
0.02618,C062,8070,3,69,69,70
0.02616,C240,8160,3,43,43,43
0.02599,C679,8010,3,24,24,24
0.02577,C421,9891,3,13,13,20
0.02573,C348,8140,3,3,3,3
0.02552,C649,8000,3,11,11,11
0.02544,C160,8490,3,33,33,33
0.02537,C161,8140,3,33,33,28
0.02533,C182,8210,3,4,4,5
0.02531,C342,8010,3,3,3,3
0.02529,C719,9440,3,18,18,18
0.02525,C649,8140,3,11,11,11
0.02491,C778,9590,3,23,23,23
0.02482,C119,8070,3,86,86,86
0.02475,C079,8070,3,54,54,55
0.02471,C199,8263,3,7,7,5
0.02463,C023,8070,3,51,51,51
0.02450,C672,8120,2,24,24,24
0.02447,C421,9980,3,13,13,20
0.02443,C180,8210,3,4,4,5
0.02440,C445,8742,3,19,19,19
0.02365,C188,8140,3,4,4,5
0.02361,C421,9866,3,13,13,20
0.02355,C220,8010,3,21,21,21
0.02355,C186,8210,3,4,4,5
0.02326,C609,8070,3,146,146,146
0.02325,C209,8263,2,7,7,5
0.02321,C809,8041,3,12,,12
0.02319,C446,8742,3,19,19,19
0.02310,C079,8430,3,54,54,55
0.02308,C163,8490,3,28,28,28
0.02290,C209,8010,3,7,7,5
0.02272,C341,8020,3,3,3,3
0.02268,C444,8742,3,19,19,19
0.02259,C184,8480,3,4,4,5
0.02257,C778,9690,3,23,23,23
0.02252,C169,8490,3,28,28,28
0.02244,C341,8246,3,3,3,3
0.02241,C140,8070,3,89,89,89
0.02235,C778,9650,3,23,23,23
0.02232,C187,8481,3,4,4,5
0.02196,C139,8070,3,73,73,73
0.02162,C211,8070,3,42,42,42
0.02160,C166,8140,3,28,28,28
0.02152,C629,9081,3,145,145,145
0.02145,C209,8210,2,7,7,5
0.02145,C169,8010,3,28,28,28
0.02129,C341,8072,3,3,3,3
0.02128,C179,8240,3,47,47,48
0.02125,C341,8481,3,3,3,3
0.02105,C659,8130,2,44,44,44
0.02104,C321,8071,3,29,29,29
0.02087,C501,8500,3,1,1,1
0.02069,C343,8560,3,3,3,3
0.02058,C340,8046,3,3,3,3
0.02054,C669,8130,2,44,44,44
0.02050,C182,8481,3,4,4,5
0.02047,C492,8830,3,58,58,59
0.02040,C778,9698,3,23,23,23
0.02011,C269,8140,3,68,,68
0.01995,C446,8743,2,19,19,19
0.01992,C154,8140,3,37,37,33
0.01960,C446,9140,3,98,98,98
0.01953,C421,9860,3,13,13,20
0.01949,C019,8071,3,39,39,40
0.01935,C209,8481,3,7,7,5
0.01896,C711,9400,3,18,18,18
0.01896,C421,9982,3,13,13,20
0.01890,C421,9875,3,13,13,20
0.01855,C340,8042,3,3,3,3
0.01844,C676,8120,3,24,24,24
0.01839,C199,8480,3,7,7,5
0.01837,C109,8070,3,45,45,40
0.01828,C164,8140,3,28,28,28
0.01816,C444,8721,3,19,19,19
0.01793,C771,9680,3,23,23,23
0.01789,C442,8743,3,19,19,19
0.01784,C649,8255,3,11,11,11
0.01763,C770,9652,3,23,23,23
0.01752,C031,8070,3,69,69,70
0.01751,C091,8070,3,45,45,40
0.01746,C719,8000,3,18,18,18
0.01744,C184,8210,3,4,4,5
0.01743,C187,8010,3,4,4,5
0.01735,C022,8070,3,51,51,51
0.01723,C809,8481,3,12,,12
0.01720,C199,8261,3,7,7,5
0.01714,C421,9895,3,13,13,20
0.01704,C421,9961,3,13,13,20
0.01694,C182,8261,3,4,4,5
0.01692,C609,8070,2,146,146,146
0.01690,C220,8140,3,21,21,21
0.01681,C774,9680,3,23,23,23
0.01674,C673,8130,3,24,24,24
0.01664,C328,8070,3,83,83,83
0.01657,C349,8250,3,3,3,3
0.01641,C649,8960,3,11,11,61
0.01640,C060,8070,3,71,71,71
0.01635,C601,8070,3,146,146,146
0.01634,C342,8046,3,3,3,3
0.01633,C673,8120,3,24,24,24
0.01623,C421,9960,3,13,,
0.01619,C421,9985,3,13,13,20
0.01617,C673,8130,2,24,24,24
0.01597,C340,8012,3,3,3,3
0.01592,C442,8742,3,19,19,19
0.01588,C770,9670,3,23,,
0.01577,C709,9530,0,34,34,34
0.01574,C778,9684,3,23,,
0.01573,C343,8240,3,3,3,3
0.01569,C779,9650,3,23,23,23
0.01562,C169,9680,3,23,23,23
0.01546,C300,8070,3,92,92,93
0.01545,C712,9400,3,18,18,18
0.01543,C621,9070,3,145,145,145
0.01540,C163,8144,3,28,28,28
0.01536,C169,8000,3,28,28,28
0.01525,C443,8721,3,19,19,19
0.01518,C186,8263,3,4,4,5
0.01503,C402,9180,3,80,80,81
0.01502,C649,8320,3,11,11,11
0.01501,C170,8240,3,47,47,75
0.01493,C447,8721,3,19,19,19
0.01486,C770,9591,3,23,23,20
0.01485,C711,9450,3,18,18,18
0.01462,C187,8261,2,4,4,5
0.01461,C445,8832,3,62,62,63
0.01454,C341,8480,3,3,3,3
0.01453,C773,9680,3,23,23,23
0.01442,C099,8071,3,45,45,40
0.01436,C674,8120,2,24,24,24
0.01434,C341,8260,3,3,3,3
0.01431,C770,9695,3,23,23,23
0.01428,C209,8261,2,7,7,5
0.01427,C349,8020,3,3,3,3
0.01420,C714,9440,3,18,18,18
0.01419,C716,9470,3,18,18,18
0.01417,C183,8480,3,4,4,5
0.01404,C779,9673,3,23,23,23
0.01387,C210,8077,2,42,42,42
0.01386,C739,8290,3,10,10,10
0.01361,C004,8070,3,66,66,123
0.01356,C348,8041,3,3,3,3
0.01353,C421,9811,3,13,13,20
0.01353,C220,8160,3,35,35,21
0.01350,C710,9440,3,18,18,18
0.01344,C772,9591,3,23,23,20
0.01340,C809,8020,3,12,,12
0.01329,C252,8010,3,30,30,16
0.01323,C760,8070,3,12,,12
0.01321,C184,8263,3,4,4,5
0.01320,C809,8480,3,12,,12
0.01316,C445,9140,3,98,98,98
0.01313,C809,8012,3,12,,12
0.01295,C341,8240,3,3,3,3
0.01293,C770,9691,3,23,23,23
0.01293,C342,8012,3,3,3,3
0.01291,C186,8480,3,4,4,5
0.01287,C649,8120,3,11,11,11
0.01287,C150,8070,3,37,37,38
0.01283,C310,8070,3,99,99,100
0.01283,C181,8480,3,72,72,72
0.01275,C779,9663,3,23,23,23
0.01269,C151,8070,3,37,37,38
0.01262,C119,8010,3,86,86,86
0.01257,C180,8010,3,4,4,5
0.01248,C168,8490,3,28,28,28
0.01246,C158,8070,3,37,37,38
0.01244,C155,8010,3,37,37,33
0.01238,C421,9874,3,13,13,20
0.01237,C649,8318,3,11,11,11
0.01236,C099,8072,3,45,45,40
0.01221,C343,8480,3,3,3,3
0.01218,C718,9400,3,18,18,18
0.01211,C349,8246,3,3,3,3
0.01210,C180,8263,2,4,4,5
0.01207,C159,8010,3,37,37,33
0.01205,C779,9690,3,23,23,23
0.01202,C443,8247,3,90,90,90
0.01197,C379,8580,3,84,,85
0.01187,C019,8072,3,39,39,40
0.01170,C778,9675,3,23,,
0.01166,C159,8000,3,37,37,33
0.01164,C384,9051,3,56,56,57
0.01161,C680,8120,3,125,125,125
0.01158,C343,8246,3,3,3,3
0.01146,C349,8071,3,3,3,3
0.01144,C779,9699,3,23,23,23
0.01134,C181,8140,3,72,72,72
0.01131,C155,8490,3,37,37,33
0.01128,C771,9663,3,23,23,23
0.01125,C711,9401,3,18,18,18
0.01123,C778,9699,3,23,23,23
0.01121,C340,8000,3,3,3,3
0.01119,C251,8010,3,30,30,16
0.01115,C250,8480,3,15,15,16
0.01112,C343,8481,3,3,3,3
0.01110,C079,8140,3,54,54,55
0.01109,C678,8120,2,24,24,24
0.01109,C446,8247,3,90,90,90
0.01108,C809,8046,3,12,,12
0.01101,C158,8140,3,37,37,33
0.01099,C713,9400,3,18,18,18
0.01098,C778,9687,3,23,23,23
0.01085,C774,9695,3,23,23,23
0.01080,C717,9380,3,18,18,18
0.01075,C341,8255,3,3,3,3
0.01072,C609,8081,2,146,146,146
0.01064,C739,8341,3,10,10,10
0.01063,C778,9702,3,23,23,23
0.01050,C679,8050,3,24,24,24
0.01049,C619,8500,3,144,144,144
0.01046,C772,9590,3,23,23,23
0.01045,C447,8744,3,19,19,19
0.01044,C199,8481,3,7,7,5
0.01044,C184,8481,3,4,4,5
0.01040,C809,8240,3,12,,12
0.01039,C343,8072,3,3,3,3
0.01032,C182,8263,2,4,4,5
0.01029,C165,8490,3,28,28,28
0.01027,C491,8830,3,58,58,59
0.01024,C809,8071,3,12,,12
0.01024,C690,8070,2,128,128,128
0.01020,C343,8260,3,3,3,3
0.01016,C679,8070,3,24,24,24
0.01014,C629,9680,3,23,23,23
0.01014,C421,9873,3,13,13,20
0.01013,C492,8852,3,58,58,59
0.01009,C779,9695,3,23,23,23
0.01009,C445,9700,3,65,65,65
0.01008,C209,8000,3,7,7,5
0.00998,C001,8071,3,66,66,67
0.00995,C421,9820,3,13,13,20
0.00991,C349,8481,3,3,3,3
0.00982,C041,8070,3,52,52,52
0.00975,C079,8550,3,54,54,55
0.00967,C700,9531,0,18,18,18
0.00966,C258,8010,3,27,27,16
0.00964,C186,8210,2,4,4,5
0.00964,C182,8010,3,4,4,5
0.00960,C719,9400,3,18,18,18
0.00958,C160,8144,3,33,33,33
0.00947,C492,8890,3,58,58,59
0.00946,C162,8490,3,33,33,28
0.00941,C182,8210,2,4,4,5
0.00940,C720,9391,3,34,34,34
0.00937,C749,9500,3,101,101,63
0.00936,C421,9840,3,13,13,20
0.00935,C772,9695,3,23,23,23
0.00933,C341,8044,3,3,3,3
0.00932,C169,9699,3,23,23,23
0.00929,C779,9671,3,23,23,60
0.00929,C340,8071,3,3,3,3
0.00910,C751,8140,0,25,25,25
0.00910,C341,8013,3,3,3,3
0.00905,C320,8010,2,41,41,41
0.00900,C774,9691,3,23,23,23
0.00899,C348,8010,3,3,3,3
0.00895,C649,8130,3,11,11,11
0.00890,C629,9062,3,145,145,61
0.00890,C099,9680,3,23,23,23
0.00888,C739,8510,3,10,10,79
0.00888,C049,8071,3,52,52,52
0.00882,C629,9101,3,145,145,145
0.00877,C770,9698,3,23,23,23
0.00875,C185,8480,3,4,4,5
0.00871,C129,8071,3,73,73,73
0.00869,C171,8140,3,53,53,53
0.00868,C770,9650,3,23,23,23
0.00868,C716,9421,3,18,18,18
0.00866,C180,8490,3,4,4,5
0.00864,C210,8070,2,42,42,42
0.00856,C421,9837,3,13,13,20
0.00856,C119,8072,3,86,86,86
0.00853,C770,9590,3,23,23,23
0.00853,C250,8481,3,15,15,16
0.00846,C343,8020,3,3,3,3
0.00846,C069,8070,3,111,111,111
0.00845,C629,9080,3,145,145,145
0.00843,C779,9691,3,23,23,23
0.00843,C028,8070,3,51,51,51
0.00840,C700,9530,3,18,18,18
0.00839,C692,9510,3,95,95,95
0.00837,C770,9690,3,23,23,23
0.00835,C412,9731,3,8,8,60
0.00830,C187,8140,2,4,4,5
0.00827,C446,8832,3,62,62,63
0.00819,C250,8246,3,15,15,16
0.00819,C209,8070,3,7,7,5
0.00818,C186,8261,3,4,4,5
0.00813,C443,9140,3,98,98,98
0.00807,C349,8560,3,3,3,3
0.00806,C712,9401,3,18,18,18
0.00803,C021,8071,3,51,51,51
0.00802,C778,9714,3,23,23,23
0.00799,C209,8490,3,7,7,5
0.00798,C183,8263,3,4,4,5
0.00796,C180,8210,2,4,4,5
0.00795,C444,8830,3,62,62,63
0.00793,C342,8042,3,3,3,3
0.00786,C009,8070,3,135,135,123
0.00783,C199,8210,2,7,7,5
0.00777,C711,9382,3,18,18,18
0.00777,C199,8010,3,7,7,5
0.00771,C184,8261,3,4,4,5
0.00768,C029,8071,3,51,51,51
0.00767,C619,8480,3,144,144,144
0.00767,C199,8263,2,7,7,5
0.00764,C183,8210,3,4,4,5
0.00757,C700,9539,1,18,18,18
0.00756,C442,8721,3,19,19,19
0.00754,C779,9687,3,23,23,23
0.00745,C249,8140,3,91,,91
0.00745,C180,8240,3,88,88,32
0.00745,C160,8010,3,33,33,33
0.00744,C384,9053,3,56,56,57
0.00742,C772,9670,3,23,,
0.00741,C218,8140,3,42,42,42
0.00740,C448,9140,3,98,98,98
0.00739,C422,9689,3,23,23,23
0.00735,C079,8010,3,54,54,55
0.00733,C772,9690,3,23,23,23
0.00726,C679,8010,2,24,24,24
0.00725,C779,9684,3,23,,
0.00724,C148,8070,3,89,89,89
0.00723,C690,8070,3,128,128,128
0.00722,C342,8000,3,3,3,3
0.00719,C679,8140,3,24,24,24
0.00714,C600,8070,3,146,146,146
0.00705,C179,9680,3,23,23,23
0.00702,C322,8070,3,133,133,133
0.00697,C490,8830,3,58,58,127
0.00695,C670,8120,2,24,24,24
0.00695,C508,8500,3,1,1,1
0.00695,C132,8070,3,73,73,73
0.00693,C689,8120,3,126,,126
0.00693,C445,8723,3,19,19,19
0.00693,C209,8140,2,7,7,5
0.00688,C680,8130,2,125,125,125
0.00687,C619,8140,2,144,144,144
0.00687,C020,8070,3,51,51,51
0.00686,C100,8070,3,45,45,40
0.00685,C183,8481,3,4,4,5
0.00684,C421,9872,3,13,13,20
0.00680,C160,8070,3,33,33,28
0.00677,C000,8070,3,109,109,67
0.00673,C421,9975,3,13,13,20
0.00672,C221,8140,3,35,35,35
0.00672,C184,8210,2,4,4,5
0.00670,C186,8263,2,4,4,5
0.00668,C252,8246,3,30,30,16
0.00667,C680,8130,3,125,125,125
0.00665,C160,8480,3,33,33,33
0.00663,C447,9700,3,65,65,65
0.00662,C739,8345,3,10,10,79
0.00661,C719,9590,3,23,23,18
0.00659,C421,9591,3,23,23,20
0.00657,C492,8800,3,58,58,59
0.00655,C179,8140,3,53,53,53
0.00654,C349,8001,3,3,3,3
0.00653,C180,8261,2,4,4,5
0.00653,C119,8082,3,86,86,86
0.00652,C349,8480,3,3,3,3
0.00652,C169,8936,3,106,106,107
0.00647,C341,8021,3,3,3,3
0.00647,C329,8010,3,83,83,83
0.00646,C240,8010,3,43,43,43
0.00646,C030,8070,3,97,97,70
0.00644,C163,9680,3,23,23,23
0.00640,C341,8001,3,3,3,3
0.00639,C443,8410,3,62,62,67
0.00639,C422,9680,3,23,23,23
0.00638,C779,9652,3,23,23,23
0.00638,C620,9061,3,145,145,145
0.00636,C725,9560,0,34,34,34
0.00632,C504,8500,3,1,1,1
0.00629,C329,8000,3,83,83,83
0.00627,C218,8070,3,42,42,42
0.00627,C187,8010,2,4,4,5
0.00626,C809,8490,3,12,,12
0.00625,C342,8250,3,3,3,3
0.00625,C341,8045,3,3,3,3
0.00624,C492,8851,3,58,58,59
0.00622,C719,9680,3,23,23,18
0.00621,C186,8481,3,4,4,5
0.00621,C165,8144,3,28,28,28
0.00621,C023,8071,3,51,51,51
0.00618,C209,8010,2,7,7,5
0.00616,C447,8832,3,62,62,63
0.00616,C341,8550,3,3,3,3
0.00615,C718,9401,3,18,18,18
0.00614,C160,8481,3,33,33,33
0.00613,C348,8012,3,3,3,3
0.00612,C621,9081,3,145,145,145
0.00612,C349,8021,3,3,3,3
0.00612,C019,8083,3,39,39,40
0.00611,C187,8240,3,88,88,32
0.00611,C172,8140,3,53,53,53
0.00610,C482,9050,3,76,139,82
0.00610,C343,8255,3,3,3,3
0.00609,C154,8071,3,37,37,33
0.00608,C447,8743,2,19,19,19
0.00602,C712,9450,3,18,18,18
0.00602,C185,8210,3,4,4,5
0.00601,C619,8120,3,144,144,144
0.00599,C449,9709,3,23,23,114
0.00598,C774,9591,3,23,23,20
0.00597,C444,8745,3,19,19,19
0.00592,C402,9220,3,80,80,81
0.00590,C252,8500,3,30,30,16
0.00590,C162,8144,3,33,33,28
0.00588,C341,8031,3,3,3,3
0.00588,C187,8490,3,4,4,5
0.00586,C443,8743,2,19,19,19
0.00585,C739,8010,3,10,10,10
0.00581,C349,8260,3,3,3,3
0.00579,C711,9380,3,18,18,18
0.00577,C444,8247,3,90,90,90
0.00577,C182,8490,3,4,4,5
0.00574,C720,9560,0,34,34,63
0.00574,C180,9680,3,23,23,23
0.00571,C772,9691,3,23,23,23
0.00571,C342,8240,3,3,3,3
0.00570,C619,8041,3,144,144,144
0.00570,C184,8010,3,4,4,5
0.00567,C447,8247,3,90,90,90
0.00565,C329,8071,3,83,83,83
0.00564,C187,8000,3,4,4,5
0.00559,C119,8020,3,86,86,86
0.00558,C209,8246,3,31,31,5
0.00555,C779,9675,3,23,,
0.00555,C774,9690,3,23,23,23
0.00555,C713,9401,3,18,18,18
0.00555,C443,8745,3,19,19,19
0.00552,C739,8021,3,10,10,10
0.00549,C493,8830,3,58,58,61
0.00548,C778,9705,3,23,23,23
0.00547,C719,9380,3,18,18,18
0.00547,C421,9734,3,8,8,60
0.00547,C040,8071,3,52,52,52
0.00544,C445,8247,3,90,90,90
0.00543,C220,8970,3,21,21,61
0.00542,C220,9680,3,23,23,23
0.00541,C710,9400,3,18,18,18
0.00541,C050,8070,3,108,108,108
0.00540,C491,8890,3,58,58,59
0.00539,C778,9727,3,23,23,20
0.00539,C221,8162,3,35,35,35
0.00536,C259,8481,3,27,27,16
0.00535,C239,8010,3,26,26,26
0.00534,C079,8200,3,54,54,55
0.00531,C341,8310,3,3,3,3
0.00530,C184,8263,2,4,4,5
0.00527,C676,8120,2,24,24,24
0.00523,C680,8120,2,125,125,125
0.00523,C189,8480,3,4,4,5
0.00520,C669,8120,2,44,44,44
0.00520,C220,8180,3,35,35,21
0.00520,C169,8142,3,28,28,28
0.00519,C052,8070,3,74,74,40
0.00518,C181,8243,3,72,72,72
0.00516,C770,9651,3,23,23,23
0.00516,C252,8000,3,30,30,16
0.00516,C062,8071,3,69,69,70
0.00514,C131,8070,3,73,73,73
0.00512,C649,8316,3,11,11,11
0.00512,C480,8890,3,82,82,82
0.00512,C441,8742,2,19,19,19
0.00510,C809,8021,3,12,,12
0.00510,C773,9670,3,23,,
0.00509,C711,9680,3,23,23,18
0.00509,C185,8263,3,4,4,5
0.00507,C779,9698,3,23,23,23
0.00507,C445,8772,3,19,19,19
0.00506,C779,9702,3,23,23,23
0.00505,C446,8772,3,19,19,19
0.00504,C671,8120,2,24,24,24
0.00502,C444,8743,2,19,19,19
0.00498,C770,9673,3,23,23,23
0.00498,C414,9220,3,80,80,122
0.00497,C172,8246,3,47,47,53
0.00496,C718,9380,3,18,18,18
0.00496,C320,8051,3,41,41,41
0.00495,C770,9675,3,23,,
0.00494,C693,8770,3,49,49,50
0.00494,C172,9680,3,23,23,23
0.00494,C169,8144,3,28,28,28
0.00494,C099,8083,3,45,45,40
0.00493,C251,8500,3,30,30,16
0.00491,C186,8010,3,4,4,5
0.00489,C712,9380,3,18,18,18
0.00488,C629,9071,3,145,145,145
0.00488,C348,8046,3,3,3,3
0.00488,C189,8210,3,4,4,5
0.00487,C749,8370,3,101,101,101
0.00487,C185,8481,3,4,4,5
0.00485,C716,9161,1,18,18,63
0.00485,C001,8070,2,66,66,67
0.00482,C679,8050,2,24,24,24
0.00481,C809,8260,3,12,,12
0.00481,C773,9663,3,23,23,23
